"Mental Condition","Symptoms","Recommended Treatments","Medications","Dosage","Advanced Remedies"
"Anxiety","worry; restlessness; nervousness; panic; fear [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy, Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use), Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue), [Gita, Ch 8, V 6] Whatever state of being one remembers when he quits his body, O son of Kunti, that state he will attain without fail. Insight: Your current state of mind (Anxiety) shapes your future experience. Practice calm now to ensure calm later."
"Anxiety","worry; restlessness; nervousness; panic; fear [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy, Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use), Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue), [Gita, Ch 13, V 23] The enjoyer, is the maintainer and transcendental controller, and He is called the Supersoul. Insight: There is an inner controller (Supersoul/Witness) that is never anxious; find refuge there."
"Anxiety","worry; restlessness; nervousness; panic; fear [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy, Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use), Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue), [Gita, Ch 16, V 21] There are three gates leading to this hell—lust, anger and greed. Insight: Identify the desire/greed fueling your anxious fear and cut it off at the root."
"Anxiety","worry; restlessness; nervousness; panic; fear [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy, Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use), Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue), [Gita, Ch 2, V 41] Those who are on this path are resolute in purpose, and their aim is one. Insight: Anxiety (scattered thoughts) is the opposite of resolute purpose. Focus on a single, steady aim (e.g., the breath) to quell the restlessness."
"Anxiety","worry; restlessness; nervousness; panic; fear [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy, Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use), Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue), [Gita, Ch 6, V 17] He who is regulated in his habits of eating, sleeping, recreation and work can mitigate all material pains. Insight: Strict regulation (Yukta) and routine stabilize the physical body, reducing the physiological triggers for anxiety."
"Anxiety","worry; restlessness; nervousness; panic; fear [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy, Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use), Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue), [Gita, Ch 5, V 23] If one is able to tolerate the urges of the material senses and check the force of desire and anger, he is a yogi and is happy in this world. Insight: Anxiety is the 'urge' to worry/flee. Tolerating this urge without reacting makes one happy and stable (a Yogi)."
"Anxiety","worry; restlessness; nervousness; panic; fear [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy, Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use), Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue), [Gita, Ch 18, V 58] By My grace, you will pass over all the obstacles of conditioned life. Insight: Surrender the battle of anxiety to a higher power, focusing only on the immediate duty. This trust bypasses the obstacles."
"Anxiety","worry; restlessness; nervousness; panic; fear [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy, Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use), Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue), [Gita, Ch 6, V 34] The mind is restless, turbulent, obstinate and very strong. Insight: Acceptance that the mind is restless (Chanchalam) is the first step. Gently return it to the breath/center (Abhyasa) rather than fighting it."
"Anxiety","worry; restlessness; nervousness; panic; fear [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy, Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use), Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue), [Gita, Ch 5, V 29] Knowing Me as the ultimate recipient... and the benefactor and well-wisher of all living entities, the peace from the pangs of material miseries is achieved. Insight: Trust in a benevolent cosmic order (Well-wisher) to reduce the underlying fear that drives anxiety."
"Anxiety","worry; restlessness; nervousness; panic; fear [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy, Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use), Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue), [Gita, Ch 18, V 47] It is better to engage in one's own occupation, even though one may perform it imperfectly. Insight: Focus on performing your essential duties imperfectly, rather than letting anxiety paralyze you into inaction."
"Anxiety","worry; restlessness; nervousness; panic; fear [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","","Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Cognitive Behavioral Therapy (CBT) with exposure; Deep Breathing Exercises (4-7-8 technique); Progressive Muscle Relaxation; Acceptance and Commitment Therapy (ACT); Biofeedback; Yoga therapy, Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use), Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue), [Gita, Ch 14, V 6] The mode of goodness (Sattva), being purer than the others, is illuminating and healthy. Insight: Anxiety is often Rajasic/Tamasic. Cultivate Sattva (goodness) through purity of thought and action to bring mental health."
"Attention-Deficit/Hyperactivity Disorder (ADHD, combined, severe)","","severe inattention; profound hyperactivity; high impulsivity; major functional impairment [ICD-10: F90.9, ICD-11: 6A05, DSM-5: 314.01], Medication management; Behavioral therapy - 20-30 sessions; Parent training; Social skills training; Executive function coaching; Classroom accommodations; Cognitive Behavioral Therapy (CBT) - 12-16 sessions","Methylphenidate (long-acting) 10mg (Rx - Ritalin LA, Addwize OROS, Inspiral SR - Schedule X); Lisdexamfetamine 30mg (Rx - Vyvanse, Lisven, Vyanse - Schedule X); Atomoxetine 40mg (Rx - Axepta, Tomox, Attentrol)","Methylphenidate (LA): 10-60mg daily (initial 10mg, increase by 10mg weekly; max 60mg; long-acting formulation); Lisdexamfetamine: 30-70mg daily (initial 30mg, increase by 10-20mg weekly; max 70mg; Schedule X); Atomoxetine: 40-100mg daily (initial 40mg, increase after 3 days to 80mg; max 100mg; take with food)","[Gita, Ch 6, V 35] It is possible to curb the restless mind by suitable practice and by detachment. Insight: The severe hyperactivity (restless mind) is curbed by consistent practice (Abhyasa) of focus techniques, medication compliance, and detachment (Vairagya) from impulsive urges."
"Attention-Deficit/Hyperactivity Disorder (ADHD, combined, severe)","","severe inattention; profound hyperactivity; high impulsivity; major functional impairment [ICD-10: F90.9, ICD-11: 6A05, DSM-5: 314.01], Medication management; Behavioral therapy - 20-30 sessions; Parent training; Social skills training; Executive function coaching; Classroom accommodations; Cognitive Behavioral Therapy (CBT) - 12-16 sessions","Methylphenidate (long-acting) 10mg (Rx - Ritalin LA, Addwize OROS, Inspiral SR - Schedule X); Lisdexamfetamine 30mg (Rx - Vyvanse, Lisven, Vyanse - Schedule X); Atomoxetine 40mg (Rx - Axepta, Tomox, Attentrol)","Methylphenidate (LA): 10-60mg daily (initial 10mg, increase by 10mg weekly; max 60mg; long-acting formulation); Lisdexamfetamine: 30-70mg daily (initial 30mg, increase by 10-20mg weekly; max 70mg; Schedule X); Atomoxetine: 40-100mg daily (initial 40mg, increase after 3 days to 80mg; max 100mg; take with food)","[Gita, Ch 18, V 40] There is no being existing... which is freed from the three modes of nature. Insight: Accept that severe ADHD symptoms are powerfully influenced by the modes of nature. Focus on mitigation through structured treatment, not eradication."
